name,position,now_cost,predicted_rating
Bjorn Engels,DEF,44,0
Kortney Hause,DEF,44,30
Tyrone Mings,DEF,54,128
Matt Targett,DEF,50,144
James Bree,DEF,45,0
Ezri Konsa Ngoyo,DEF,46,116
Frédéric Guilbert,DEF,43,0
Matthew Cash,DEF,50,91
Shane Duffy,DEF,43,0
Dan Burn,DEF,42,74
Lewis Dunk,DEF,48,128
Martín Montoya,DEF,45,0
Adam Webster,DEF,43,88
Joël Veltman,DEF,43,97
Matthew Clarke,DEF,44,0
Ben White,DEF,45,106
Bernardo Fernandes da Silva Junior,DEF,39,6
Tariq Lamptey,DEF,46,35
Michal Karbownik,DEF,45,0
James Tarkowski,DEF,53,108
Phil Bardsley,DEF,44,3
Erik Pieters,DEF,43,43
Kevin Long,DEF,43,15
Ben Mee,DEF,47,101
Matthew Lowton,DEF,44,104
Ben Gibson,DEF,39,0
Charlie Taylor,DEF,44,81
Jimmy Dunne,DEF,38,8
Bobby Thomas,DEF,39,0
Anthony Driscoll-Glennon,DEF,39,0
Richard Nartey,DEF,40,0
César Azpilicueta,DEF,58,111
Marcos Alonso,DEF,56,56
Antonio Rüdiger,DEF,47,93
Kurt Zouma,DEF,53,103
Emerson Palmieri dos Santos,DEF,47,7
Andreas Christensen,DEF,47,62
Fikayo Tomori,DEF,47,1
Reece James,DEF,51,113
Benjamin Chilwell,DEF,59,129
Thiago Thiago,DEF,56,98
Valentino Livramento,DEF,40,0
Gary Cahill,DEF,45,51
Mamadou Sakho,DEF,44,4
James Tomkins,DEF,44,18
Joel Ward,DEF,43,67
Martin Kelly,DEF,41,1
Patrick van Aanholt,DEF,54,54
Nathan Ferguson,DEF,38,0
Tyrick Mitchell,DEF,38,49
Scott Dann,DEF,42,37
Sam Woods,DEF,40,0
Ryan Inniss,DEF,40,0
Nathaniel Clyne,DEF,45,28
Reece Hannam,DEF,40,0
Seamus Coleman,DEF,49,80
Lucas Digne,DEF,62,125
Michael Keane,DEF,50,127
Jonjoe Kenny,DEF,43,4
Yerry Mina,DEF,55,78
Mason Holgate,DEF,48,82
Jarrad Branthwaite,DEF,39,0
Niels Nkounkou,DEF,40,1
Ben Godfrey,DEF,51,102
Kyle John,DEF,40,0
Ryan Astley,DEF,40,0
Reece Welch,DEF,40,0
Maxime Le Marchand,DEF,41,2
Tim Ream,DEF,42,12
Michael Hector,DEF,41,3
Cyrus Christie,DEF,42,0
Joe Bryan,DEF,45,24
Alfie Mawson,DEF,43,0
Zeze Steven Sessegnon,DEF,43,0
Antonee Robinson,DEF,44,63
Kenny Tete,DEF,43,52
Denis Odoi,DEF,42,4
Ola Aina,DEF,43,97
Joachim Andersen,DEF,45,93
Tosin Adarabioyo,DEF,45,99
Terence Kongolo,DEF,43,3
Wes Morgan,DEF,44,3
Christian Fuchs,DEF,45,24
Jonny Evans,DEF,56,107
Ricardo Domingos Barbosa Pereira,DEF,59,30
Daniel Amartey,DEF,39,19
Filip Benkovic,DEF,43,0
Çaglar Söyüncü,DEF,53,63
James Justin,DEF,48,101
Luke Thomas,DEF,41,24
Timothy Castagne,DEF,58,91
Wesley Fofana,DEF,50,75
Vontae Daley-Campbell,DEF,40,0
Liam Cooper,DEF,43,76
Barry Douglas,DEF,38,0
Luke Ayling,DEF,44,110
Stuart Dallas,DEF,55,150
Ezgjan Alioski,DEF,44,107
Pascal Struijk,DEF,40,73
Leif Davis,DEF,38,1
Oliver Casey,DEF,38,0
Robin Koch,DEF,43,39
Diego Llorente,DEF,44,48
Charlie Cresswell,DEF,40,0
Gaetano Berardi,DEF,40,7
Cody Drameh,DEF,40,0
Konstantinos Tsimikas,DEF,49,1
Joel Matip,DEF,54,39
Virgil van Dijk,DEF,62,14
Andrew Robertson,DEF,73,165
Trent Alexander-Arnold,DEF,78,163
Joseph Gomez,DEF,52,10
Neco Williams,DEF,38,11
Nathaniel Phillips,DEF,42,67
Rhys Williams,DEF,40,28
Ozan Kabak,DEF,50,28
Ben Davies,DEF,47,0
Billy Koumetio,DEF,40,0
Fernando Luiz Rosa,DEF,54,65
Nicolás Otamendi,DEF,49,0
Kyle Walker,DEF,61,89
John Stones,DEF,51,121
Benjamin Mendy,DEF,59,48
João Pedro Cavaco Cancelo,DEF,58,135
Nathan Aké,DEF,54,31
Aymeric Laporte,DEF,60,60
Oleksandr Zinchenko,DEF,55,70
Eric Garcia,DEF,47,7
Rúben Santos Gato Alves Dias,DEF,59,140
Luke Mbete,DEF,40,0
Taylor Harwood-Bellis,DEF,40,0
Chris Smalling,DEF,49,0
Marcos Rojo,DEF,48,0
Phil Jones,DEF,48,0
Harry Maguire,DEF,55,127
Luke Shaw,DEF,55,126
Axel Tuanzebe,DEF,41,7
Victor Lindelöf,DEF,48,100
Eric Bailly,DEF,48,32
Timothy Fosu-Mensah,DEF,43,3
Aaron Wan-Bissaka,DEF,58,147
José Diogo Dalot Teixeira,DEF,48,0
Brandon Williams,DEF,42,4
Teden Mengi,DEF,39,0
Alex Nicolao Telles,DEF,53,25
William Fish,DEF,40,1
Federico Fernández,DEF,47,55
Ciaran Clark,DEF,45,44
Florian Lejeune,DEF,43,0
Jamaal Lascelles,DEF,42,41
Paul Dummett,DEF,44,39
Javier Manquillo,DEF,42,28
Emil Krafth,DEF,42,47
Fabian Schär,DEF,48,28
DeAndre Yedlin,DEF,43,14
Kelland Watts,DEF,39,0
Jamal Lewis,DEF,40,42
Chris Basham,DEF,46,50
Enda Stevens,DEF,50,56
George Baldock,DEF,49,61
Jack Robinson,DEF,42,27
John Egan,DEF,47,54
Jack O'Connell,DEF,47,3
Ethan Ampadu,DEF,43,43
Jayden Bogle,DEF,43,36
Max Lowe,DEF,42,8
Phil Jagielka,DEF,39,5
Kean Bryan,DEF,39,28
Kyron Gordon,DEF,40,0
Harry Boyes,DEF,40,0
Ryan Bertrand,DEF,50,80
Jack Stephens,DEF,46,44
Jannik Vestergaard,DEF,47,87
Kyle Walker-Peters,DEF,47,95
Jan Bednarek,DEF,47,101
Yan Valery,DEF,47,3
Jake Vokins,DEF,39,1
Mohammed Salisu,DEF,43,15
Kayne Ramsay,DEF,40,0
Allan Tchaptchet,DEF,40,1
Danny Rose,DEF,47,0
Toby Alderweireld,DEF,54,91
Serge Aurier,DEF,52,80
Eric Dier,DEF,46,78
Ben Davies,DEF,45,48
Davinson Sánchez,DEF,52,42
Ryan Sessegnon,DEF,47,0
Japhet Tanganga,DEF,49,15
Juan Foyth,DEF,43,0
Matt Doherty,DEF,56,45
Cameron Carter-Vickers,DEF,39,0
Sergio Reguilón,DEF,55,88
Joe Rodon,DEF,49,25
Ainsley Maitland-Niles,DEF,46,62
Kieran Gibbs,DEF,43,13
Kyle Bartley,DEF,44,66
Ahmed El-Sayed Hegazy,DEF,41,6
Conor Townsend,DEF,44,77
Oluwasemilogo Adesewo Ibidapo Ajayi,DEF,48,50
Darnell Furlong,DEF,45,83
Dara O'Shea,DEF,42,41
Cedric Kipre,DEF,43,0
Branislav Ivanovic,DEF,44,21
Lee Peltier,DEF,39,3
Caleb Taylor,DEF,40,0
Angelo Ogbonna,DEF,47,98
Aaron Cresswell,DEF,57,150
Ryan Fredericks,DEF,42,27
Arthur Masuaku,DEF,43,42
Fabián Balbuena,DEF,41,38
Issa Diop,DEF,43,39
Ben Johnson,DEF,39,21
Vladimir Coufal,DEF,48,127
Craig Dawson,DEF,45,74
Frederik Alves,DEF,40,0
Jamal Baptiste,DEF,40,0
Ryan Bennett,DEF,44,0
Willy Boly,DEF,54,70
Conor Coady,DEF,49,109
Romain Saïss,DEF,49,95
Jonathan Castro Otto,DEF,54,13
Oskar Buur,DEF,39,0
Max Kilman,DEF,38,54
Rúben Gonçalo Silva Nascimento Vinagre,DEF,41,4
Fernando Marçal,DEF,47,17
Ki-Jana Hoever,DEF,44,11
Nélson Cabral Semedo,DEF,51,108
Rayan Ait Nouri,DEF,50,52
Lewis Richards,DEF,40,0
Christian Marques,DEF,39,0
Nigel Lonwijk,DEF,39,0
Hugo Bueno,DEF,40,0
